pl_name,pl_orbsmax,pl_orbeccen,st_dist,pl_eqt,pl_masse,pl_rade,st_metfe
Kepler-1487 b,,,1094,,,2.13,0.04
Kepler-1488 b,,,618,,,1.86,0.06
Kepler-1489 b,,,870,,,1.77,-0.13
Kepler-149 b,0.184,,580.57,,,4.21,
Kepler-149 c,0.281,,580.57,,,1.61,
Kepler-149 d,0.571,,580.57,,,3.96,
Kepler-1490 b,,,968,,,3.04,-0.08
Kepler-1491 b,,,1312,,,1.51,0.06
Kepler-1492 b,,,371,,,1.49,0.06
Kepler-1493 b,,,572,,,1.41,0.06
Kepler-1494 b,,,1059,,,3.07,0.01
Kepler-1495 b,,,1307,,,2.94,0.06
Kepler-1496 b,,,1293,,,2.22,0.05
Kepler-1497 b,,,1122,,,1.66,0.01
Kepler-1498 b,,,740,,,1.33,-0.01
Kepler-1499 b,,,310,,,1.19,-0.01
Kepler-15 b,0.05714,0.06,755.38,,209.76,10.76,0.36
Kepler-150 b,0.044,,914.4,,,1.25,
Kepler-150 c,0.073,,914.4,,,3.69,
Kepler-150 d,0.104,,914.4,,,2.79,
Kepler-150 e,0.189,,914.4,,,3.12,
Kepler-150 f,1.24,,914.4,,,3.64,
Kepler-1500 b,,,904,,,1.2,-0.05
Kepler-1501 b,,,888,,,1.56,0.04
Kepler-1502 b,,,1540,,,3.18,0.05
Kepler-1503 b,,,850,,,2.27,-0.19
Kepler-1504 b,,,1029,,,2.13,-0.17
Kepler-1505 b,,,359,,,0.93,-0.18
Kepler-1506 b,,,1318,,,1.32,-0.05
Kepler-1507 b,,,342,,,0.84,-0.03
Kepler-1508 b,,,892,,,1.33,0.01
Kepler-1509 b,,,1277,,,1.85,0.03
Kepler-151 b,0.116,,662.19,,,3.06,
Kepler-151 c,0.16,,662.19,,,2.09,
Kepler-1510 b,,,1615,,,3.36,0.04
Kepler-1511 b,,,897,,,1.68,0.14
Kepler-1512 b,,,162,,,1.18,0.2
Kepler-1513 b,,,384,,,8.46,0.14
Kepler-1514 b,,,379,,,11.82,0.14
Kepler-1515 b,,,504,,,9.55,0.07
Kepler-1516 b,,,872,,,1.75,0.03
Kepler-1517 b,,,869,,,9.76,0.01
Kepler-1518 b,,,1140,,,3.05,0.06
Kepler-1519 b,,,858,,,7.06,-0.07
Kepler-152 b,0.124,,446.77,,,2.79,
Kepler-152 c,0.356,,446.77,,,2.39,
Kepler-1520 b,,,636,,,5.77,0.04
Kepler-1521 b,,,227,,,2.5,-0.05
Kepler-1522 b,,,690,,,1.73,-0.07
Kepler-1523 b,,,918,,,1.58,0
Kepler-1524 b,,,506,,,3.54,0.04
Kepler-1525 b,,,396,,,0.91,0.27
Kepler-1526 b,,,576,,,2.43,-0.01
Kepler-1527 b,,,1560,,,4.77,0.07
Kepler-1528 b,,,916,,,1.46,0.03
Kepler-1529 b,,,683,,,2.1,-0.03
Kepler-153 b,0.129,,465.53,,,2.92,
Kepler-153 c,0.237,,465.53,,,2.53,
Kepler-1530 b,,,552,,,1.64,0.03
Kepler-1530 c,,,552,,,1.65,0.03
Kepler-1531 b,,,670,,,1.11,-0.03
Kepler-1532 b,,,824,,,1.35,-0.1
Kepler-1533 b,,,852,,,3.46,0.03
Kepler-1534 b,,,1107,,,1.89,-0.01
Kepler-1535 b,,,879,,,2.55,0
Kepler-1536 b,,,401,,,3.14,0.05
Kepler-1537 b,,,503,,,1.18,-0.08
Kepler-1538 b,,,1291,,,2.82,0.02
Kepler-1539 b,,,788,,,2.7,-0.01
Kepler-154 b,0.198,,939.89,,,2.26,
Kepler-154 c,0.303,,939.89,,,2.95,
Kepler-154 d,,,939.89,,,3.84,
Kepler-154 e,,,939.89,,,1.5,
Kepler-154 f,,,939.89,,,1.5,
Kepler-1540 b,,,262,,,2.49,0.1
Kepler-1541 b,,,414,,,1.16,-0.04
Kepler-1542 b,,,336,,,0.76,0.06
Kepler-1542 c,,,336,,,0.65,0.06
Kepler-1542 d,,,336,,,0.87,0.06
Kepler-1542 e,,,336,,,0.76,0.06
Kepler-1543 b,,,1114,,,2.71,0.07
Kepler-1544 b,,,349,,,1.78,0.02
Kepler-1545 b,,,688,,,2.7,-0.06
Kepler-1546 b,,,994,,,3.13,0.01
Kepler-1547 b,,,665,,,0.9,0.04
Kepler-1548 b,,,1150,,,2.64,0.05
Kepler-1549 b,,,792,,,2.57,0.02
Kepler-155 b,0.056,,295.99,,,2.09,
Kepler-155 c,0.242,,295.99,,,2.24,
Kepler-1550 b,,,1202,,,3.02,0.01
Kepler-1551 b,,,1560,,,2.66,0.01
Kepler-1552 b,,,618,,,2.47,-0.07
Kepler-1553 b,,,719,,,1.15,-0.09
Kepler-1554 b,,,982,,,2.9,-0.1
Kepler-1555 b,,,1382,,,1.61,0.03
Kepler-1556 b,,,1060,,,1.96,0.08
Kepler-1557 b,,,1532,,,1.53,0.02
Kepler-1558 b,,,343,,,0.68,0
Kepler-1559 b,,,580,,,0.72,-0.04
Kepler-156 b,0.054,,449.22,,,2.3,
Kepler-156 c,0.117,,449.22,,,2.55,
Kepler-1560 b,,,529,,,0.89,0.04
Kepler-1561 b,,,993,,,1.09,0.04
Kepler-1562 b,,,1315,,,3.55,0.11
Kepler-1563 b,,,547,,,0.75,0.02
Kepler-1564 b,,,872,,,1.47,0.03
Kepler-1565 b,,,657,,,1.19,-0.16
Kepler-1566 b,,,511,,,0.79,-0.07
Kepler-1567 b,,,1226,,,2.73,-0.03
Kepler-1568 b,,,883,,,1.3,0.09
Kepler-1569 b,,,1050,,,1.68,0.06
Kepler-157 b,0.028,,791.27,,,1.32,
Kepler-157 c,0.11,,791.27,,,2.24,
Kepler-157 d,,,791.27,,,1.46,
Kepler-1570 b,,,463,,,1.07,-0.04
Kepler-1571 b,,,802,,,1.52,0.04
Kepler-1572 b,,,600,,,0.94,0.08
Kepler-1573 b,,,1180,,,1.2,0.02
Kepler-1574 b,,,1275,,,1.29,0.08
Kepler-1575 b,,,1170,,,1.31,-0.07
Kepler-1576 b,,,539,,,1.04,0.05
Kepler-1577 b,,,543,,,1.13,0
Kepler-1578 b,,,1016,,,1.04,-0.13
Kepler-1579 b,,,466,,,0.84,0.11
Kepler-158 b,0.111,,318.06,,,2.12,
Kepler-158 c,0.158,,318.06,,,1.9,
Kepler-1580 b,,,872,,,2.11,0.12
Kepler-1581 b,,,443,,,0.8,0.07
Kepler-1582 b,,,112,,,1.49,0.48
Kepler-1583 b,,,357,,,0.6,-0.07
Kepler-1584 b,,,1325,,,1.61,0
Kepler-1585 b,,,1269,,,1.79,0.08
Kepler-1586 b,,,864,,,1.52,0.06
Kepler-1587 b,,,907,,,1.33,0.07
Kepler-1588 b,,,658,,,0.76,-0.14
Kepler-1589 b,,,1418,,,1.09,0.08
Kepler-159 b,0.082,,377.79,,,2.38,
Kepler-159 c,0.218,,377.79,,,3.41,
Kepler-1590 b,,,900,,,1.14,0.03
Kepler-1591 b,,,1090,,,1.27,0.01
Kepler-1592 b,,,1349,,,1.54,0.04
Kepler-1593 b,,,755,,,3.17,0.02
Kepler-1594 b,,,1100,,,1.06,0.03
Kepler-1595 b,,,841,,,1.23,-0.02
Kepler-1596 b,,,1166,,,1.9,-0.11
Kepler-1597 b,,,1255,,,1.06,0.02
Kepler-1598 b,,,734,,,0.95,0.04
Kepler-1599 b,,,1004,,,1.62,0.02
Kepler-16 b,0.7048,0.0069,75.25,,105.833,8.449,-0.3
Kepler-160 b,0.05,,962.92,,,1.54,
Kepler-160 c,0.109,,962.92,,,3.61,
Kepler-1600 b,,,992,,,3.13,0.07
Kepler-1601 b,,,660,,,0.82,0.05
Kepler-1602 b,,,815,,,1.34,0.02
Kepler-1603 b,,,1751,,,1.29,0.07
Kepler-1604 b,,,562,,,1.41,0.02
Kepler-1605 b,,,224,,,1.08,-0.01
Kepler-1606 b,,,880,,,2.07,0.01
Kepler-1607 b,,,735,,,0.92,0.05
Kepler-1608 b,,,832,,,1.73,-0.24
Kepler-1609 b,,,1483,,,2.22,0.1
Kepler-161 b,0.054,,440.15,,,2.12,
Kepler-161 c,0.068,,440.15,,,2.05,
Kepler-1610 b,,,1063,,,1.61,0.1
Kepler-1611 b,,,686,,,0.81,0.01
Kepler-1612 b,,,837,,,1.03,0.03
Kepler-1613 b,,,855,,,2.08,0.01
Kepler-1614 b,,,982,,,1.49,-0.17
Kepler-1615 b,,,940,,,2.06,0.06
Kepler-1616 b,,,862,,,1.02,0.02
Kepler-1617 b,,,813,,,1.2,0.01
Kepler-1618 b,,,1238,,,1.26,0.04
Kepler-1619 b,,,520,,,0.76,-0.07
Kepler-162 b,0.069,,877.01,,,1.26,
Kepler-162 c,0.137,,877.01,,,3.03,
Kepler-1620 b,,,773,,,1.61,0.03
Kepler-1621 b,,,1461,,,2.16,0.03
Kepler-1622 b,,,927,,,1.47,0.04
Kepler-1623 b,,,986,,,1.31,0.04
Kepler-1624 b,,,199,,,5.7,0.06
Kepler-1625 b,,,1213,,,6.06,0.01
Kepler-1626 b,,,1718,,,2.02,0.04
Kepler-1627 b,,,311,,,3.69,-0.1
Kepler-1628 b,,,352,,,6.43,0.17
Kepler-1629 b,,,390,,,0.77,0.05
Kepler-163 b,0.078,,703.69,,,1.05,
Kepler-163 c,0.152,,703.69,,,2.26,
Kepler-1630 b,,,278,,,2.19,-0.46
Kepler-1631 b,,,1190,,,1.35,0.04
Kepler-1632 b,,,584,,,2.47,0
Kepler-1633 b,,,811,,,1.58,0.02
Kepler-1634 b,,,654,,,3.19,0.02
Kepler-1635 b,,,1084,,,3.64,0.06
Kepler-1636 b,,,1567,,,3.23,0.03
Kepler-1637 b,,,506,,,0.89,0.07
Kepler-1638 b,,,879,,,1.87,-0.01
Kepler-1639 b,,,1168,,,2.58,-0.03
Kepler-164 b,0.058,,914.18,,,1.41,
Kepler-164 c,0.097,,914.18,,,2.73,
Kepler-164 d,0.187,,914.18,,,2.45,
Kepler-1640 b,,,1379,,,4.82,0.1
Kepler-1641 b,,,961,,,3.11,-0.02
Kepler-1641 c,,,961,,,2.95,-0.02
Kepler-1642 b,,,447,,,3.2,-0.01
Kepler-1642 c,,,447,,,2.66,-0.01
Kepler-1643 b,,,414,,,2.3,-0.01
Kepler-1644 b,,,592,,,1.88,-0.1
Kepler-1645 b,,,844,,,1.78,0.04
Kepler-1646 b,,,81,,,1.23,0.04
Kepler-1647 b,2.7205,0.0581,1256,,483,11.874,-0.14
Kepler-1649 b,,,92.43,307,,1.017,-0.15
Kepler-1649 c,,,92.43,234,,1.06,-0.15
Kepler-165 b,0.072,,570.07,,,2.32,
Kepler-165 c,0.11,,570.07,,,2.23,
Kepler-1650 b,,0.01,120.5,,,0.96,-0.11
Kepler-1651 b,,0.13,69.4,,,1.84,-0.16
Kepler-1652 b,0.1654,,252,268,,1.6,-0.3
Kepler-1653 b,0.4706,,755,284,,2.17,-0.18
Kepler-1654 b,2.026,0.26,577.6,206,158.915,9.18,-0.088
Kepler-1655 b,0.103,,214.58,,5,2.213,-0.24
Kepler-1656 b,0.197,0.836,186.88,651,48.6,5.02,0.19
Kepler-1658 b,0.0544,0.0628,806.07,,1868.8404,11.994,-0.18
Kepler-166 b,0.072,,614.16,,,2.27,
Kepler-166 c,0.195,,614.16,,,2.38,
Kepler-166 d,,,614.16,,,1.73,
Kepler-1661 b,0.633,0.057,415.52,243,17,3.87,-0.12
Kepler-167 b,0.0483,0,330,914,,1.615,-0.03
Kepler-167 c,0.0684,0,330,768,,1.548,-0.03
Kepler-167 d,0.1405,0.12,330,536,,1.194,-0.03
Kepler-167 e,1.89,0.062,330,131,,10.15,-0.03
Kepler-168 b,0.056,,1396,,,1.46,
Kepler-168 c,0.116,,1396,,,2.69,
Kepler-169 b,0.04,,411.34,,,1.13,
Kepler-169 c,0.062,,411.34,,,1.21,
Kepler-169 d,0.075,,411.34,,,1.25,
Kepler-169 e,0.105,,411.34,,,2.2,
Kepler-169 f,0.359,,411.34,,,2.58,
Kepler-17 b,0.02591,0.011,800,1570,778.65,14.68,0.26
Kepler-170 b,0.08,,754.64,,,3.2,
Kepler-170 c,0.131,,754.64,,,2.86,
Kepler-171 b,0.05,,885.43,,,2.34,
Kepler-171 c,0.098,,885.43,,,2.56,
Kepler-171 d,0.223,,885.43,,,1.89,
Kepler-172 b,0.04,,848.56,,,2.35,
Kepler-172 c,0.068,,848.56,,,2.86,
Kepler-172 d,0.118,,848.56,,,2.25,
Kepler-172 e,0.211,,848.56,,,2.76,
Kepler-173 b,0.048,,853.39,,,1.29,
Kepler-173 c,0.074,,853.39,,,2.43,
Kepler-174 b,0.1,,389.07,,,1.96,
Kepler-174 c,0.214,,389.07,,,1.49,
Kepler-174 d,0.677,,389.07,,,2.19,
Kepler-175 b,0.105,,1363.39,,,2.56,
Kepler-175 c,0.213,,1363.39,,,3.1,
Kepler-176 b,0.058,,535.4,,,1.43,
Kepler-176 c,0.102,,535.4,,,2.6,
Kepler-176 d,0.163,,535.4,,,2.51,
Kepler-176 e,,,535.4,,,1.45,
Kepler-177 b,,,1497.42,,2,2.9,
Kepler-177 c,,,1497.42,,7.5,7.1,
Kepler-178 b,0.085,,731.04,,,2.9,
Kepler-178 c,0.142,,731.04,,,2.88,
Kepler-178 d,0.397,,731.04,,,3.95,
Kepler-179 b,0.036,,616.39,,,1.64,
Kepler-179 c,0.064,,616.39,,,2,
Kepler-18 b,0.0447,0,438.51,,6.9,2,0.19
Kepler-18 c,0.0752,0,438.51,,17.3,5.49,0.19
Kepler-18 d,0.1172,0,438.51,,16.4,6.98,0.19
Kepler-180 b,0.109,,709.83,,,1.5,
Kepler-180 c,0.229,,709.83,,,3.01,
Kepler-181 b,0.04,,620.09,,,1.27,
Kepler-181 c,0.049,,620.09,,,1.99,
Kepler-182 b,0.096,,1621.79,,,2.58,
Kepler-182 c,0.157,,1621.79,,,3.43,
Kepler-183 b,0.064,,1082.6,,,2.06,
Kepler-183 c,0.103,,1082.6,,,2.27,
Kepler-184 b,0.092,,621.24,,,2.36,
Kepler-184 c,0.141,,621.24,,,1.97,
Kepler-184 d,0.179,,621.24,,,2.49,
Kepler-185 b,0.026,,473.07,,,1.17,
Kepler-185 c,0.139,,473.07,,,2.02,
Kepler-186 b,0.0343,,172,,,1.07,-0.26
Kepler-186 c,0.0451,,172,,,1.25,-0.26
Kepler-186 d,0.0781,,172,,,1.4,-0.26
Kepler-186 e,0.11,,172,,,1.27,-0.26
Kepler-186 f,0.432,0.04,172,,,1.17,-0.26
Kepler-187 b,0.059,,1180.86,,,1.41,
Kepler-187 c,0.099,,1180.86,,,2.67,
Kepler-188 b,0.032,,996.09,,,1.68,
Kepler-188 c,0.066,,996.09,,,3.19,
Kepler-189 b,0.088,,601.75,,,1.21,
Kepler-189 c,0.137,,601.75,,,2.38,
Kepler-19 b,,0.12,219.95,,8.4,,-0.08
Kepler-19 c,,0.21,219.95,,13.1,,-0.08
Kepler-19 d,,0.05,219.95,,22.5,,-0.08
Kepler-190 b,0.03,,438.88,,,1.56,
Kepler-190 c,0.045,,438.88,,,1.46,
Kepler-191 b,0.087,,604.75,,,1.34,
Kepler-191 c,0.128,,604.75,,,1.86,
Kepler-191 d,,,604.75,,,2.28,
Kepler-192 b,0.09,,664.14,,,2.74,
Kepler-192 c,0.15,,664.14,,,2.79,
Kepler-192 d,,,664.14,,,1.02,
Kepler-193 b,0.106,,1038.87,,,2.39,
Kepler-193 c,0.286,,1038.87,,,2.75,
Kepler-194 b,0.032,,1133.48,,,1.51,
Kepler-194 c,0.131,,1133.48,,,2.59,
Kepler-194 d,0.275,,1133.48,,,2.4,
Kepler-195 b,0.077,,664.47,,,2.03,
Kepler-195 c,0.197,,664.47,,,1.55,
Kepler-196 b,0.138,,457.26,,,1.9,
Kepler-196 c,0.24,,457.26,,,2.24,
Kepler-197 b,0.06,,333.75,,,1.02,
Kepler-197 c,0.09,,333.75,,,1.23,
Kepler-197 d,0.119,,333.75,,,1.22,
Kepler-197 e,0.164,,333.75,,,0.91,
Kepler-198 b,0.131,,502.52,,,2.82,
Kepler-198 c,0.259,,502.52,,,2.47,
Kepler-198 d,,,502.52,,,1.53,
Kepler-199 b,0.158,,528.99,,,3.11,
Kepler-199 c,0.316,,528.99,,,3.25,
Kepler-20 b,0.0463,0.03,284.88,1105,9.7,1.868,0.07
Kepler-20 c,0.0949,0.16,284.88,772,12.75,3.047,0.07
Kepler-20 d,0.3506,,284.88,401,10.07,2.744,0.07
Kepler-20 e,0.0639,,284.88,,,0.865,0.07
Kepler-20 f,0.1396,,284.88,,,1.003,0.07
Kepler-20 g,0.2055,0.15,284.88,524,,,0.07
Kepler-200 b,0.08,,678.93,,,2.13,
Kepler-200 c,0.09,,678.93,,,1.59,
Kepler-201 b,0.175,,648.18,,,2.46,
Kepler-201 c,0.573,,648.18,,,2.85,
Kepler-202 b,0.045,,287.48,,,1.63,
Kepler-202 c,0.113,,287.48,,,1.85,
Kepler-203 b,0.043,,717.73,,,2.57,
Kepler-203 c,0.061,,717.73,,,2.47,
Kepler-203 d,0.1,,717.73,,,1.44,
Kepler-204 b,0.117,,700.59,,,2.53,
Kepler-204 c,0.173,,700.59,,,1.79,
Kepler-205 b,0.032,,160.46,,,1.51,
Kepler-205 c,0.122,,160.46,,,1.64,
Kepler-206 b,0.078,,604.81,,,1.2,
Kepler-206 c,0.111,,604.81,,,1.77,
Kepler-206 d,0.163,,604.81,,,1.19,
Kepler-207 b,0.029,,898.2,,,1.57,
Kepler-207 c,0.044,,898.2,,,1.5,
Kepler-207 d,0.068,,898.2,,,3.31,
Kepler-208 b,0.054,,793.01,,,1.63,
Kepler-208 c,0.079,,793.01,,,1.39,
Kepler-208 d,0.103,,793.01,,,1.2,
Kepler-208 e,0.132,,793.01,,,1.48,
Kepler-209 b,0.122,,586.68,,,2.26,
Kepler-209 c,0.231,,586.68,,,3.1,
Kepler-21 b,0.042717,0.02,108.86,2025,5.08,1.639,-0.03
Kepler-210 b,0.032,,234.33,,,2.94,
Kepler-210 c,0.07,,234.33,,,3.62,
Kepler-211 b,0.048,,312.14,,,1.26,
Kepler-211 c,0.062,,312.14,,,1.29,
Kepler-212 b,0.133,,701.04,,,1.09,
Kepler-212 c,0.207,,701.04,,,2.74,
Kepler-213 b,0.036,,646.74,,,1.62,
Kepler-213 c,0.057,,646.74,,,2.34,
Kepler-214 b,0.13,,1252.07,,,2.61,
Kepler-214 c,0.194,,1252.07,,,2.13,
Kepler-215 b,0.084,,492.9,,,1.62,
Kepler-215 c,0.113,,492.9,,,1.77,
Kepler-215 d,0.185,,492.9,,,2.39,
Kepler-215 e,0.314,,492.9,,,1.75,
Kepler-216 b,0.079,,1229.44,,,2.35,
Kepler-216 c,0.136,,1229.44,,,3.04,
Kepler-217 b,0.065,,1140.95,,,2.23,
Kepler-217 c,0.089,,1140.95,,,1.85,
Kepler-217 d,,,1140.95,,,1.32,
Kepler-218 b,0.046,,669.02,,,1.48,
Kepler-218 c,0.248,,669.02,,,3.14,
Kepler-218 d,,,669.02,,,2.66,
Kepler-219 b,0.057,,805.3,,,2.95,
Kepler-219 c,0.165,,805.3,,,3.58,
Kepler-219 d,0.272,,805.3,,,2.81,
Kepler-22 b,0.849,0,190,262,36,2.38,-0.29
Kepler-220 b,0.046,,171.96,,,0.81,
Kepler-220 c,0.076,,171.96,,,1.57,
Kepler-220 d,0.163,,171.96,,,0.98,
Kepler-220 e,0.226,,171.96,,,1.33,
Kepler-221 b,0.037,,389.55,,,1.71,
Kepler-221 c,0.059,,389.55,,,2.93,
Kepler-221 d,0.087,,389.55,,,2.73,
Kepler-221 e,0.13,,389.55,,,2.63,
Kepler-222 b,0.048,,775.61,,,3.16,
Kepler-222 c,0.091,,775.61,,,4.64,
Kepler-222 d,0.18,,775.61,,,3.69,
Kepler-223 b,,0.078,1960.49,,7.4,2.99,
Kepler-223 c,,0.15,1960.49,,5.1,3.44,
Kepler-223 d,,0.037,1960.49,,8,5.24,
Kepler-223 e,,0.051,1960.49,,4.8,4.6,
Kepler-224 b,0.038,,799.75,,,1.39,
Kepler-224 c,0.058,,799.75,,,3.12,
Kepler-224 d,0.089,,799.75,,,2.3,
Kepler-224 e,0.124,,799.75,,,1.97,
Kepler-225 b,0.056,,569.99,,,1.2,
Kepler-225 c,0.111,,569.99,,,1.84,
Kepler-226 b,0.047,,1008.14,,,1.55,
Kepler-226 c,0.058,,1008.14,,,2.27,
Kepler-226 d,0.076,,1008.14,,,1.22,
Kepler-227 b,0.09,,1117.5,,,3.11,
Kepler-227 c,0.29,,1117.5,,,3.04,
Kepler-228 b,0.038,,1724.6,,,1.53,
Kepler-228 c,0.052,,1724.6,,,2.7,
Kepler-228 d,0.101,,1724.6,,,4.04,
Kepler-229 b,0.062,,845.88,,,2.2,
Kepler-229 c,0.117,,845.88,,,4.92,
Kepler-229 d,0.22,,845.88,,,3.85,
Kepler-23 b,0.075,,856.34,,254.3,1.9,
Kepler-23 c,0.099,,856.34,,858.1,3.2,
Kepler-23 d,0.124,,856.34,,,2.2,
Kepler-230 b,0.191,,756.73,,,4.26,
Kepler-230 c,0.38,,756.73,,,2.04,
Kepler-231 b,0.074,,319.49,,,1.73,
Kepler-231 c,0.114,,319.49,,,1.93,
Kepler-232 b,0.054,,1402.96,,,3.08,
Kepler-232 c,0.101,,1402.96,,,3.83,
Kepler-233 b,0.077,,877.73,,,2.43,
Kepler-233 c,0.287,,877.73,,,2.71,
Kepler-234 b,0.04,,1821.01,,,3.7,
Kepler-234 c,0.077,,1821.01,,,3.51,
Kepler-235 b,0.037,,433.24,,,2.23,
Kepler-235 c,0.065,,433.24,,,1.28,
Kepler-235 d,0.122,,433.24,,,2.05,
Kepler-235 e,0.213,,433.24,,,2.22,
Kepler-236 b,0.065,,291.17,,,1.57,
Kepler-236 c,0.132,,291.17,,,2,
Kepler-237 b,0.05,,670.41,,,1.41,
Kepler-237 c,0.071,,670.41,,,2.08,
Kepler-238 b,0.034,,1897.73,,,1.73,
Kepler-238 c,0.069,,1897.73,,,2.39,
Kepler-238 d,0.115,,1897.73,,,3.07,
Kepler-238 e,,,1897.73,,169.7,5.6,
Kepler-238 f,,,1897.73,,13.5,2,
Kepler-239 b,0.095,,660.07,,,2.33,
Kepler-239 c,0.268,,660.07,,,2.51,
Kepler-24 b,0.08,,1195.99,,508.5,2.4,
Kepler-24 c,0.106,,1195.99,,508.5,2.8,
Kepler-24 d,0.051,,1195.99,,,1.67,
Kepler-24 e,0.138,,1195.99,,,2.78,
Kepler-240 b,0.048,,762.74,,,1.37,
Kepler-240 c,0.074,,762.74,,,2.2,
Kepler-241 b,0.094,,609.86,,,2.33,
Kepler-241 c,0.189,,609.86,,,2.57,
Kepler-242 b,0.075,,610.6,,,2.61,
Kepler-242 c,0.109,,610.6,,,2,
Kepler-243 b,0.062,,707.94,,,2.45,
Kepler-243 c,0.142,,707.94,,,1.99,
Kepler-244 b,0.05,,1067.62,,,2.76,
Kepler-244 c,0.087,,1067.62,,,2.05,
Kepler-244 d,0.14,,1067.62,,,2.31,
Kepler-245 b,0.071,,882.65,,,2.57,
Kepler-245 c,0.124,,882.65,,,2.18,
Kepler-245 d,0.202,,882.65,,,3.03,
Kepler-245 e,,,882.65,,,1.75,
Kepler-246 b,0.052,,637.44,,,2.34,
Kepler-246 c,0.095,,637.44,,,1.5,
Kepler-247 b,0.042,,676.38,,,1.64,
Kepler-247 c,0.084,,676.38,,,4.09,
Kepler-247 d,0.14,,676.38,,,3.94,
Kepler-248 b,0.066,,754.65,,,3.02,
Kepler-248 c,0.123,,754.65,,,4.07,
Kepler-249 b,0.035,,191.44,,,1.09,
Kepler-249 c,0.058,,191.44,,,1.51,
Kepler-249 d,0.097,,191.44,,,1.57,
Kepler-25 b,,0.0029,244.96,,8.7,2.748,-0.04
Kepler-25 c,,0.0061,244.96,,15.2,5.217,-0.04
Kepler-25 d,,0.13,244.96,,71.9,,-0.04
Kepler-250 b,0.048,,777.31,,,1.13,
Kepler-250 c,0.069,,777.31,,,2.28,
Kepler-250 d,0.127,,777.31,,,2.18,
Kepler-251 b,0.053,,948.98,,,1.33,
Kepler-251 c,0.122,,948.98,,,2.77,
Kepler-251 d,0.182,,948.98,,,2.77,
Kepler-251 e,0.404,,948.98,,,2.77,
Kepler-252 b,0.058,,383.59,,,1.23,
Kepler-252 c,0.08,,383.59,,,2.15,
Kepler-253 b,0.046,,858.93,,,1.63,
Kepler-253 c,0.089,,858.93,,,2.65,
Kepler-253 d,0.13,,858.93,,,3.17,
Kepler-254 b,0.064,,1446.45,,,3.87,
Kepler-254 c,0.105,,1446.45,,,2.15,
Kepler-254 d,0.139,,1446.45,,,2.5,
Kepler-255 b,0.063,,1084.5,,,1.55,
Kepler-255 c,0.092,,1084.5,,,2.99,
Kepler-255 d,,,1084.5,,,1.32,
Kepler-256 b,0.027,,1057.36,,,1.59,
Kepler-256 c,0.045,,1057.36,,,2.15,
Kepler-256 d,0.064,,1057.36,,,2.48,
Kepler-256 e,0.096,,1057.36,,,2.35,
Kepler-257 b,0.034,,797.75,,,2.61,
Kepler-257 c,0.066,,797.75,,,5.41,
Kepler-257 d,0.16,,797.75,,,4.95,
Kepler-258 b,0.103,,585.6,,,4.06,
Kepler-258 c,0.193,,585.6,,,3.61,
Kepler-259 b,0.079,,1031.58,,,2.8,
Kepler-259 c,0.217,,1031.58,,,2.7,
Kepler-26 b,,,338.55,,5.12,2.78,-0.13
Kepler-26 c,,,338.55,,6.2,2.72,-0.13
Kepler-26 d,0.039,,338.55,,,1.07,-0.13
Kepler-26 e,0.22,,338.55,,,2.41,-0.13
Kepler-260 b,0.075,,638.85,,,2.01,
Kepler-260 c,0.332,,638.85,,,1.74,
Kepler-261 b,0.088,,320.43,,,2.18,
Kepler-261 c,0.156,,320.43,,,2,
Kepler-262 b,0.108,,624.08,,,1.36,
Kepler-262 c,0.152,,624.08,,,1.64,
Kepler-263 b,0.12,,771.09,,,2.67,
Kepler-263 c,0.242,,771.09,,,2.47,
Kepler-264 b,0.249,,968.15,,,3.33,
Kepler-264 c,0.566,,968.15,,,2.83,
Kepler-265 b,0.069,,1328.21,,,1.86,
Kepler-265 c,0.127,,1328.21,,,2.63,
Kepler-265 d,0.236,,1328.21,,,2.49,
Kepler-265 e,0.319,,1328.21,,,2.59,
Kepler-266 b,0.071,,1425.27,,,2.48,
Kepler-266 c,0.457,,1425.27,,,3.89,
Kepler-267 b,0.037,,267,,,1.98,
Kepler-267 c,0.06,,267,,,2.13,
Kepler-267 d,0.154,,267,,,2.27,
Kepler-268 b,0.18,,873.21,,,2.55,
Kepler-268 c,0.391,,873.21,,,3.38,
Kepler-269 b,0.061,,2418.83,,,2.47,
Kepler-269 c,0.081,,2418.83,,,1.69,
Kepler-27 b,0.118,,1075.1,,2895.31,4,0.41
Kepler-27 c,0.191,,1075.1,,4385.87,4.9,0.41
Kepler-270 b,0.107,,975.46,,,2.01,
Kepler-270 c,0.18,,975.46,,,1.77,
Kepler-271 b,,,418,,,1.23,-0.13
Kepler-271 c,,,418,,,0.95,-0.13
Kepler-271 d,,,418,,,0.66,-0.13
Kepler-272 b,0.038,,912.85,,,1.43,
Kepler-272 c,0.061,,912.85,,,1.79,
Kepler-272 d,0.091,,912.85,,,2.25,
Kepler-273 b,0.037,,728.85,,,1.5,
Kepler-273 c,0.073,,728.85,,,1.98,
Kepler-274 b,0.101,,1385.51,,,1.54,
Kepler-274 c,0.204,,1385.51,,,1.84,
Kepler-275 b,0.098,,2155.2,,,2.34,
Kepler-275 c,0.132,,2155.2,,,3.38,
Kepler-275 d,0.224,,2155.2,,,3.33,
Kepler-276 b,0.119,,1181.73,,,2.87,
Kepler-276 c,,,1181.73,,16.6,2.9,
Kepler-276 d,,,1181.73,,16.3,2.8,
